Publication_Day,Publication_Month,Publication_Year,DOI,Primary_Topic_Field,Primary_Topic_Subfield,Corresponding_Author_Country,First_Author_Country,Data_Section_Text_Generated,Data_Generated,Data_Shared,Data_Location,DA_data,Accessions,URL_data,Repositories_data,Data_DOIs,Preprint_Match,Preprint_DOI,Preprint_Day,Preprint_Month,Preprint_Year,Preprint_URL,Preprint_Server,Code_Section_Text_Generated,Code_Generated,Code_Shared,Code_Location,Protocol_Shared,n_protocols,Protocol_Location,Protocol_Source,Protocol_URL,has_common_authors,Registration_Shared,Registries,Registration_Number,Registration,Mention_Number,Registration_Section_Reported,Registration_Detected_As,Quarter,source,Discipiline,combined_id,author_position,is_corresponding,publication_year,funders,nserc_top_year_5yr,nserc_top_award_5yr,nserc_top_z_5yr,nserc_top_year_all,n_awards_nserc,nserc_top_award_all,nserc_top_z_all
18,1,2024,10.1371/journal.pgph.0002784,Veterinary,Small Animals,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data and related metadata underlying the findings reported in the paper are available in the Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q1,PLOS,NA,sanni_yaya_thegeorgeinstituteforglobalhealth,last,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
25,5,2023,10.1371/journal.pone.0286131,Environmental Science,Ecology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",All data are available at Dryad (https://doi.org/10.5061/dryad.w3r2280v7).,NA,https://doi.org/10.5061/dryad.w3r2280v7,Dryad Digital Repository,10.5061/dryad.w3r2280v7,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q2,PLOS,NA,robin_naidoo_universityofbritishcolumbia,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
12,5,2022,10.1371/journal.pone.0267511,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,PROSPERO,1,CRD42018109629,2,abstract;methods,text,2022 Q2,PLOS,NA,stephanie_law_mcgilluniversity,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
9,5,2022,10.1371/journal.pone.0268236,Environmental Science,Global and Planetary Change,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","The insect aerial survey polygons come from the Forest Insect and Disease Survey dataset which is owned by Natural Resources Canada (https://www.nrcan.gc.ca) and can be requested from Ron Fournier (ronald.fournier@NRCan-RNCan.gc.ca). The forest inventory data came from the Newfoundland and Labrador Forest Inventory dataset owned by the Newfoundland and Labrador Department of Fisheries, Forestry and Agriculture (https://www.gov.nl.ca/ffa/) and can be requested from Boyd Pittman (bpittman@gov.nl.ca). The simulation model code can be downloaded from https://github.com/beaconsproject/insect-mdr-simulation.",NA,"https://www.gov.nl.ca/ffa/, https://github.com/beaconsproject/insect-mdr-simulation, https://www.nrcan.gc.ca",Github,NA,FALSE,NA,NA,NA,NA,NA,NA,DA,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q2,PLOS,NA,steve_cumming_universitelaval,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
26,11,2025,10.1371/journal.pgph.0005452,Immunology and Microbiology,Virology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","The dataset from this study is held securely in coded form at ICES. While legal data sharing agreements between ICES and data providers (e.g., healthcare organizations and government) prohibit ICES from making the dataset publicly available, access may be granted to those who meet pre-specified criteria for confidential access, available at www.ices.on.ca/DAS (email: das@ices.on.ca). The full dataset creation plan and underlying analytic code are available from the authors upon request, understanding that the computer programs may rely upon coding templates or macros that are unique to ICES and are therefore either inaccessible or may require modification. Further, our dataset includes data from Public Health Ontario (PHO) who cannot disclose the underlying data. Doing so would compromise individual privacy contrary to PHO’s ethical and legal obligations. Restricted access to the data may be available under conditions prescribed by the Ontario Personal Health Information Protection Act, 2004, the Ontario Freedom of Information and Protection of Privacy Act, the Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans (TCPS 2 (2022)), and PHO privacy and ethics policies. Data are available for researchers who meet PHO’s criteria for access to confidential data. Information about PHO’s data access request process is available on-line at https://www.publichealthontario.ca/en/data-and-analysis/using-data/data-requests (data@oahpp.ca).",NA,"https://www.publichealthontario.ca/en/data-and-analysis/using-data/data-requests, www.ices.on.ca/DAS",Institute for Clinical Evaluative Sciences (ICES),NA,TRUE,10.1101/2025.01.09.25320269,9,1,2025,http://medrxiv.org/lookup/doi/10.1101/2025.01.09.25320269,medRxiv,"DA,Method",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,evaezi_okpokoro_instituteofhumanvirology,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
30,11,2022,10.1371/journal.pcbi.1010745,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","The purpose of this study is to develop a new statistical methodology. The associated source code has been made publicly available at https://github.com/PoonLab/tn. Anonymized HIV-1 sequence data from northern Alberta, Canada, were retrieved from Genbank (accession numbers KU189996-KU191050). In addition, we provide anonymized and randomized sequence alignments of the three other data sets at the above URL. Random permutation of columns for these alignments destroys all resemblance to the original HIV-1 sequences, maintaining privacy while preserving the phylogenetic relationships. Requests for access to additional data may submitted to the following contacts or web forms: the Seattle/King County Public Health Agency (HIVepi@kingcounty.gov); the Vanderbilt Comprehensive Care Clinic (VCCC, https://www.vumc.org/tncfar/clinical-sciences-core); and the Chinese Center for Disease Control and Prevention (fengyi@chinaaids.cn or office606@chinaaids.cn).",NA,"https://www.vumc.org/tncfar/clinical-sciences-core, https://github.com/PoonLab/tn",Github,NA,TRUE,10.1101/2022.01.14.476062,18,1,2022,http://biorxiv.org/lookup/doi/10.1101/2022.01.14.476062,bioRxiv,"DA,Method,Supplementary",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q4,PLOS,NA,connor_chato_universityofwesternontario,first,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
12,6,2019,10.1371/journal.pone.0216723,Environmental Science,Ecology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",The data underlying this study have been deposited to Dryad (DOI: 10.5061/dryad.pt80482).,NA,NA,Dryad Digital Repository,10.5061/dryad.pt80482,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q2,PLOS,NA,nuno_simoes_texasamuniversitycorpuschristi,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
2,11,2021,10.1371/journal.pone.0253134,Medicine,Neurology,Canada,Canada,Method,TRUE,TRUE,Online,The datasets analyzed for this study can be found in the figshare repository at https://figshare.com/s/60c2119945b834a17465.,NA,https://figshare.com/s/60c2119945b834a17465,figshare,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q4,PLOS,NA,michael_hutchison_universityoftoronto,last,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
30,11,2020,10.1371/journal.pone.0241118,Environmental Science,Nature and Landscape Conservation,Canada,Canada,Method,TRUE,TRUE,Online,Data are available at https://members.oceantrack.org/data/pblctn_data/publication-data-repository#10.14286/2020_hrforce_alewife_tsitrin (https://doi.org/10.14286/2020_hrforce_alewife_tsitrin).,NA,"https://members.oceantrack.org/data/pblctn_data/publication-data-repository#10.14286/2020_hrforce_alewife_tsitrin, https://doi.org/10.14286/2020_hrforce_alewife_tsitrin",NA,10.14286/2020_hrforce_alewife_tsitrin,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q4,PLOS,NA,michael_stokesbury_acadiauniversity,last,FALSE,2020,,2017,24000,-0.6634939342099891,2017,2,24000,-0.6634939342099891
22,1,2020,10.1371/journal.pone.0227276,Social Sciences,Anthropology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,"All relevant data are within the manuscript and its Supporting Information files. All archaeological materials (lithics and fauna) are curated in the Anthropology Department at the University of Toronto, and are available for reference upon request. The numbers of specimens discussed herein are too numerous to mention individually, therefore the data is summarized here in tables and in the text. The radiocarbon information is summarized in Table 1, the lithics inventory is summarized in Tables 2 and 3, and the fauna is summarized by taxonomic groups in Table 4.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q1,PLOS,NA,edward_banning_universityoftoronto,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
19,7,2021,10.1371/journal.pcbi.1008577,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Fulltext,TRUE,TRUE,"Online,Supplementary Information",All data files are available from OSF (https://osf.io/nfzty/) and software is available on Bitbucket (https://bitbucket.org/aobwhitlock/malaria-evolution).,NA,"https://osf.io/nfzty/, https://bitbucket.org/aobwhitlock/malaria-evolution",Open Science Framework,NA,TRUE,10.1101/2020.12.15.422843,15,12,2020,http://biorxiv.org/lookup/doi/10.1101/2020.12.15.422843,bioRxiv,"DA,Supplementary,Fulltext",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q3,PLOS,NA,jonathan_juliano_universityofnorthcarolinaatchapelhill,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
20,2,2018,10.1371/journal.pone.0191980,Medicine,Oncology,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,PROSPERO,1,CRD42013005857,1,abstract,text,2018 Q1,PLOS,NA,brenda_hemmelgarn_universityofcalgary,middle,TRUE,2018,,NA,NA,NA,NA,NA,NA,NA
26,7,2019,10.1371/journal.pone.0220516,Medicine,"Endocrinology, Diabetes and Metabolism",Canada,Canada,Method,TRUE,FALSE,NA,"The data for our study has to remain available upon request. Our data are responses from qualitative interviews with key informants in Canadian care settings providing care for people living with HIV. These responses include potentially identifying information considering the limited number of care settings eligible for the study and the description of the care settings in a previous study that is described and referenced in this manuscript. We ensured confidentiality to all our participants and are ethically unable to share the interview data publicly. The ethics committee that conducted the first review is the Bruyere Continuing Care Research Ethics Board: REB@bruyere.org, 613-562-6262 Ext. 4003.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q3,PLOS,NA,esther_shoemaker_universityofottawa,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
22,6,2022,10.1371/journal.pone.0270158,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q2,PLOS,NA,flavia_marini_stmichaelshospital,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
8,7,2018,10.3390/ijms19071994,Medicine,Physiology,Canada,China,Method,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,Comparator,"Cytoskeleton', 'Extracellular Signal-Regulated MAP Kinases', 'Focal Adhesions', 'Weightlessness Simulation'",tuo_zhao_beijinginstituteoftechnology,first,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
15,10,2024,10.1371/journal.pone.0312268,Medicine,Orthopedics and Sports Medicine,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q4,PLOS,NA,rebecca_lennartz_friedrichalexanderuniversitaterlangennurnberg,first,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
24,8,2022,10.1371/journal.pone.0272953,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,The dataset and data dictionary required for the analyses of this paper are in the Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,james_kierans_jewishgeneralhospital,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
23,8,2018,10.1371/journal.pntd.0006644,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,PLOS,NA,juliette_difrancesco_institutpasteurducambodge,first,TRUE,2018,,NA,NA,NA,NA,NA,NA,NA
31,10,2024,10.1371/journal.pone.0311404,Medicine,Nephrology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/2024.04.26.591364,29,4,2024,NA,bioRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q4,PLOS,NA,jose_navarrobetancourt_mcgilluniversity,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
23,5,2018,10.1371/journal.pone.0197273,Medicine,Cardiology and Cardiovascular Medicine,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q2,PLOS,NA,edward_vigmond_electrophysiologyandheartmodelinginstitute,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
31,5,2023,10.1371/journal.pone.0285830,Medicine,Pulmonary and Respiratory Medicine,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,"The source data from our study cannot be shared publicly, in full, because of an ethical restriction levied by our institutional research ethics board. This is because the data contains sensitive information from patient’s medical charts (e.g., birth dates and personal health information). Taken together, this information may allow for the identification of individual study participants. We offer that an anonymized minimal data set can be prepared in aggregate and made available upon reasonable request via email to the study’s first author (connor.brenna@mail.utoronto.ca) or the Hyperbaric Medicine Unit, Toronto General Hospital, Toronto, Ontario, Canada (hyperbaricmedicineunit@uhn.ca).",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,CT.gov,1,NCT05088772,2,abstract;methods,text,2023 Q2,PLOS,NA,ray_janisse_torontogeneralhospital,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
14,11,2025,10.1371/journal.pntd.0013568,Medicine,Epidemiology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are in the manuscript and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,regine_gries_simonfraseruniversity,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
7,1,2019,10.1371/journal.pone.0210396,"Biochemistry, Genetics and Molecular Biology",Biochemistry,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q1,PLOS,NA,huyen_vu_universityofsaskatchewan,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
23,4,2021,10.1371/journal.pone.0250361,Immunology and Microbiology,Microbiology,Canada,Canada,Method,TRUE,FALSE,NA,All data relevant to the study are included within the article. Raw data cannot be shared publicly because of the confidentiality issues as it includes the personal identifying information of the women. Deidentified data could be available from the Kathmandu University Institutional Data Access / Ethics Committee (contact via email at irc@kusms.edu.np) for researchers who meet the criteria for access to confidential data.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q2,PLOS,NA,anjana_dongol_kathmanduuniversity,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
30,8,2019,10.1371/journal.pgen.1008344,Medicine,Oncology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,TRUE,Supplementary Information,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q3,PLOS,NA,spring_holter_universityoftoronto,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
21,11,2024,10.1371/journal.pone.0310682,Health Professions,General Health Professions,Canada,Canada,Method,TRUE,FALSE,NA,The University of Toronto Research Ethics Board (REB) states that qualitative data should not be shared beyond the research study team due to the possibility of participant identification in this highly sensitive setting of a humanitarian context. This has been approved by not only the University of Toronto REB but also the two Ugandan REBs. Please contact University of Toronto’s REB for further information about data access: dean.sharpe@utoronto.ca.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q4,PLOS,NA,madelaine_coelho_universityoftoronto,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
30,7,2020,10.1371/journal.pone.0227529,Agricultural and Biological Sciences,Plant Science,Canada,Canada,Method,TRUE,TRUE,NA,The Whole Genome Shotgun project was deposited at DDBJ/ENA/GenBank under the accession QVIE00000000.,NA,NA,NA,NA,TRUE,10.1101/2019.12.23.887034,23,12,2019,http://biorxiv.org/lookup/doi/10.1101/2019.12.23.887034,bioRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q3,PLOS,NA,antony_vincent_institutnationaldelarecherchescientifique,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
30,12,2019,10.1371/journal.pone.0226716,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,TRUE,Online,The data underlying the results presented in the study are available from www.ame1.net.,NA,www.ame1.net,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q4,PLOS,NA,so_lee_mcgilluniversity,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
4,2,2021,10.1371/journal.pone.0246212,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",All relevant data are within the manuscript and its Supporting Information files.,NA,https://www.bioinformatics.nl/cgi-bin/emboss/prettyseq,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Yes,1,Collection,Springer Protocols,10.1007/978-1-61779-129-1_21,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2021 Q1,PLOS,NA,shu_huang_universityofsaskatchewan,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
20,11,2018,10.1371/journal.pone.0207768,Environmental Science,Global and Planetary Change,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q4,PLOS,NA,u_sumaila_universityofbritishcolumbia,last,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
12,7,2023,10.1371/journal.pone.0288107,Social Sciences,Health,Canada,Canada,Method,TRUE,FALSE,NA,"Data cannot be shared publicly due to ethical restrictions, as participants did not provide consent at the time of data collection for data to be shared publicly. Anonymized minimal data set will be made available by request for researchers who meet the criteria for access to confidential data and approval by the UBC Research Ethics Board (contact via cwreb@bcchr.ubc.ca).",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q3,PLOS,NA,robine_donken_universityofbritishcolumbia,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
25,3,2020,10.1371/journal.pone.0228743,Medicine,Obstetrics and Gynecology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",Data cannot be publicly shared because they are a part of the Better Outcomes Registry & Network (BORN) information system and contain potentially identifying and sensitive patient information. Data are available from BORN (https://www.bornontario.ca/en/data/requesting-data.aspx) for researchers who meet the criteria for access to confidential data.,NA,https://www.bornontario.ca/en/data/requesting-data.aspx,NA,NA,TRUE,10.2139/ssrn.3373850,1,1,2019,https://www.ssrn.com/abstract=3373850,SSRN,NA,FALSE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q1,PLOS,NA,nir_melamed_universityoftoronto,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
25,1,2019,10.1371/journal.pone.0210318,Medicine,Orthopedics and Sports Medicine,Canada,Qatar,Method,TRUE,TRUE,Supplementary Information,All relevant data can be found within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q1,PLOS,NA,monoem_haddad_qataruniversity,first,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
8,4,2022,10.1371/journal.pone.0266852,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting information files.,NA,NA,NA,NA,TRUE,10.1101/2022.01.21.22269667,23,1,2022,http://medrxiv.org/lookup/doi/10.1101/2022.01.21.22269667,medRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q2,PLOS,NA,sarah_buchan_universityoftoronto,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
1,10,2021,10.1371/journal.pone.0258121,Social Sciences,Sociology and Political Science,Canada,Canada,Method,TRUE,TRUE,Online,"The data used in this study pertains to transcripts from interviews, some with personal experiences. Therefore, we are not able to share the transcripts Participants were not informed or requested to allow for the data to be shared publicly. The Simon Fraser University Office of Research Ethics can be contacted at 778-782-3447 (https://www.sfu.ca/senate/senate-committees/reb.html).",NA,https://www.sfu.ca/senate/senate-committees/reb.html,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q4,PLOS,NA,lesley_lutes_universityofbritishcolumbia,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
29,11,2023,10.1371/journal.pone.0293868,Psychology,Social Psychology,Canada,Canada,Method,TRUE,FALSE,NA,"Given the nature of this study, which collected sensitive and personal data from human research subjects regarding their healthcare seeking experiences, the full qualitative dataset is unavailable. Participants enrolled in this study did not provide consent for the complete dataset to be made publicly available, as this would compromise privacy. For further information regarding the dataset (protocol# e2021-234), contact ore@yorku.ca Manager of the Office of Research Ethics, York University.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q4,PLOS,NA,kinnon_mackinnon_yorkuniversity,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
7,2,2025,10.1371/journal.pone.0317672,"Biochemistry, Genetics and Molecular Biology",Genetics,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/2024.05.12.593456,14,5,2024,http://biorxiv.org/lookup/doi/10.1101/2024.05.12.593456,bioRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q1,PLOS,NA,david_tarpy_northcarolinastateuniversity,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
19,12,2025,10.1371/journal.pgph.0005538,Social Sciences,Health,Canada,Canada,Method,TRUE,FALSE,NA,The qualitative data collected for this study includes sensitive personal information that could lead to identification of study participants and staff. Data access requests can be made to the McGill University Institutional Review Board (jonathan.nordland@mcgill.ca).,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,ji_kim_mcgilluniversity,first,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
5,1,2022,10.1371/journal.pmed.1003878,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Online,The data underlying the results presented in the study are available for request from the CDC PRAMS working group at https://www.cdc.gov/prams/prams-data/researchers.htm.,NA,https://www.cdc.gov/prams/prams-data/researchers.htm,Centre for Disease Control (CDC),NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,brooke_levandowski_sunyupstatemedicaluniversity,last,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
18,11,2021,10.1371/journal.pone.0260234,Agricultural and Biological Sciences,Food Science,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","All data files are available from the Scholars Portal Dataverse, VI: http://dx.doi.org/10.5683/SP/BLFRK5, and from the Agri-environmental Research Data Repository: http://dx.doi.org/10.5887/AERDR/10864/12074. All sequence data has been deposited to Genbank, and is available under BioProject PRJNA745182.",PRJNA745182,"http://dx.doi.org/10.5887/AERDR/10864/12074, http://dx.doi.org/10.5683/SP/BLFRK5",NCBI Bioproject,"10.5887/AERDR/10864/12074, 10.5683/SP/BLFRK5",FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q4,PLOS,NA,nicol_janecko_quadraminstitute,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
